Id,SMILES,mu
train_1449,[H]O[C@]1([H])C([H])([H])C([H])([H])/N=C(/[H])OC([H])([H])C1([H])[H],2.8845
train_1450,[H]OC([H])([H])[C@]1([H])OC([H])([H])[C@]2(OC2([H])[H])C1([H])[H],3.4652
train_1451,[H]C1=C([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@]1([H])C2(C([H])([H])[H])C([H])([H])[H],0.2011
train_1452,[H]C1=C(C([H])([H])[H])N2C(=C1C([H])([H])[H])C([H])([H])C2([H])[H],1.8532
train_1453,[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])C#CC#N,5.5773
train_1454,[H]C([H])([H])C1(C([H])([H])[H])OC(=O)C1([H])[H],4.3041
train_1455,[H]C1=NN=C([H])N1C([H])([H])C#N,5.0385
train_1456,[H]O[C@@]1([H])[C@@]2([H])[C@@]3([H])[C@]([H])(C([H])([H])[H])[C@@]3([H])[C@@]12[H],1.4159
train_1457,[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])=O,3.1474
train_1458,[H]C#C[C@]([H])(O[H])C(=O)OC([H])([H])[H],2.8521
train_1459,[H]OC1(C([H])=O)C([H])([H])[NH+](C([H])([H])[H])C1([H])[H],2.5352
train_1460,[H]C#C[C@]12O[C@@]1([H])[C@@]([H])(C([H])([H])O[H])C2([H])[H],1.1346
train_1461,[H]C#C[C@@]1([H])[N@@H+]([C@@]([H])(C([H])([H])[H])C([H])([H])O[H])C1([H])[H],2.4308
train_1462,[H][N-][C@H]1OC([H])([H])[C@H]([N-][H])OC([H])([H])C1([H])[H],1.7984
train_1463,[H]C1([H])C(=O)O[C@]2([H])[C@]3([H])C([H])([H])[C@]12C3([H])[H],4.1197
train_1464,[H]N([H])C(=O)N1C([H])([H])[C@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H],3.2492
train_1465,[H]/C1=C2\[C@]3([H])O[C@]3([H])[C@]2([H])C([H])([H])[C@]1([H])C([H])([H])[H],1.5194
train_1466,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])N([H])[C@]12[H],2.5173
train_1467,[H]C(=O)N1N=C([H])C(OC([H])([H])[H])=C1[H],4.4089
train_1468,[H]OC([H])([H])C([H])([H])C([H])([H])[NH2+]C1OC([H])([H])C1([H])[H],2.2884
train_1469,[H]C#C[C@]1([H])C([H])([H])[C@]2(C([H])([H])[H])O[C@]12[H],2.1884
train_1470,[H]O[C@@]1([H])[C@@]2([H])[C@@]3([H])[C@]([H])(C([H])([H])[H])[C@@]3([H])[C@@]12C([H])([H])[H],1.3128
train_1471,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],1.3309
train_1472,[H]C(=O)C([H])([H])C([H])([H])C(=O)C([H])([H])OC([H])([H])[H],4.3302
train_1473,[H]C([H])([H])C(=O)C#CC1([H])C([H])([H])C([H])([H])C1([H])[H],3.6634
train_1474,[H]C(=O)C([H])([H])[C@@]([H])([NH+]1C([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H],3.1281
train_1475,[H]C1=C([H])N(C([H])([H])[H])C2=C1OC([H])([H])C2([H])[H],3.0641
train_1476,[H]O[C@@]1([H])C(=O)[C@@]([H])(C([H])([H])[H])[C@@]1([H])O[H],1.6674
train_1477,[H]C#CC([H])([H])[C@]1([H])C([H])([H])[C@]1(C#N)N([H])[H],2.8191
train_1478,[H]C1([H])C(=O)C([H])([H])C1([H])[H],2.7119
train_1479,[H]O[C@@]12C([H])([H])O[C@]1([H])[C@]1([H])O[C@@]12C([H])([H])[H],2.4112
train_1480,[H]C#CC1=C([H])N=NOC1=O,4.3477
train_1481,[H]C#C[C@]1([H])O[C@]1([H])C([H])([H])C(=O)C([H])([H])[H],3.3175
train_1482,[H]O[C@@]([H])(C(=O)[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H])C([H])([H])[H],3.2991
train_1483,[H]C1([H])C([H])([H])[C@@]23[C@@]14C([H])([H])[C@@]2([H])[N@H+]1[C@]4([H])[C@]13[H],2.035
train_1484,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@]12[H],1.378
train_1485,[H]C([H])([H])OC([H])([H])[C@]1([H])[N@@H+]2C([H])([H])[C@]3([H])[C@@]1([H])[C@]23[H],1.6752
train_1486,[H]O[C@]1([H])[C@@]2([H])C(=O)[C@]1([H])C2(C([H])([H])[H])C([H])([H])[H],2.6543
train_1487,[H]N1/C2=N/OC(=O)N2C([H])([H])C1([H])[H],7.0446
train_1488,[H]C([H])(C#N)[C@]1([H])O[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H],5.2721
train_1489,[H]O[C@@]1([H])C(=O)N(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H],2.5771
train_1490,[H]C1=C(C([H])([H])[H])[C@]([H])(C#N)OC1([H])[H],4.4495
train_1491,[H]C1=C([H])[C@@]2(C([H])([H])[H])[N@H+]3[C@@]4([H])[C@]1([H])[C@@]4([H])[C@]32[H],1.3682
train_1492,[H]OC([H])([H])C([H])([H])O[C+]([H])[NH2+]C([H])([H])C#N,1.5672
train_1493,[H]N(C([H])([H])C([H])([H])[H])[C@]([H])(C#N)C([H])([H])C([H])([H])[H],4.4247
train_1494,[H]N1[C@]([H])(C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C#N,4.2978
train_1495,[H]C(=O)C([H])([H])[C@@]1([H])C(=O)N(C([H])([H])[H])C1([H])[H],5.1305
train_1496,[H]C([H])([H])C1=C2C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]1([H])C([H])([H])[H],0.1513
train_1497,[H]OC([H])([H])C(=O)N(C([H])=O)C([H])([H])[H],2.1962
train_1498,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C#CC([H])([H])[H])C([H])([H])[H],1.2845
train_1499,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])=C2C([H])([H])C([H])([H])[C@]21[H],1.2768
train_1500,[H]C#C[C@]12C([H])([H])[C@]3([H])[N@H+](C([H])([H])[H])[C@@]1([H])[C@@]32[H],0.603
train_1501,[H]C([H])([H])/C1=C2\ON=N\C2=N\O1,3.4306
train_1502,[H]C(=O)O[C@]([H])(C#CC([H])([H])[H])C([H])=O,5.8715
train_1503,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[N@H+]2C([H])([H])[C@]21C#N,4.5505
train_1504,[H]C#CC([H])([H])OC([H])([H])C([H])([H])OC([H])=O,4.5326
train_1505,[H]N1[C@@]([H])(C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C#CC([H])([H])[H],1.3845
train_1506,[H][C+]1[NH2+][C@@]2(C([H])([H])[H])C([H])([H])C(=O)[C@@]2([H])N1[H],2.3519
train_1507,[H]C(=O)O[C@]12[C@@]3([H])[N@@H+]4[C@@]3([H])[C@@]1([H])[C@@]42[H],2.4623
train_1508,[H]C([H])([H])[C@@]12C(=O)[C@@]3([H])[N@@H+]1[C@]2(C([H])([H])[H])C3([H])[H],3.2111
train_1509,[H]C([H])([H])[C@]1([H])OC([H])([H])[C@]2([H])OC([H])([H])[C@]2([H])C1([H])[H],2.4924
train_1510,[H]O[C@@]1(C([H])([H])[H])C([H])=C2C([H])([H])O[C@]2([H])C1([H])[H],2.3255
train_1511,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])(C#N)C1([H])[H],4.3882
train_1512,[H]C1([H])O[C@]2([H])C([H])([H])[C@]2([H])[C@]2([H])O[C@]12[H],2.4461
train_1513,[H]C1([H])[C@]2([H])O[C@]3([H])[C@]([H])(C#N)[C@]3([H])[C@]12[H],4.6543
train_1514,[H]C([H])(C#N)C1([H])C23([H])OC12([H])C3([H])[H],3.7212
train_1515,[H]O[C@]12C(=O)[C@]3([H])C([H])([H])C([H])([H])[C@@]1([H])[C@@]32[H],2.7108
train_1516,[H]N1C(=O)C([H])([H])OC([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],4.3517
train_1517,[H]OC([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])[N@@H+]2C([H])([H])C([H])([H])[C@@]21[H],2.2029
train_1518,[H]O[C@]1([H])[C@@]2([H])N(C([H])=O)C([H])([H])[C@]1([H])C2([H])[H],3.8231
train_1519,[H]C#C[C@]1(C([H])([H])[H])N([H])[C@@]1([H])C([H])([H])C([H])=O,2.6825
train_1520,[H]O[C@@](C([H])=O)(C([H])([H])[H])[C@@]([H])(O[H])C([H])=O,2.2946
train_1521,[H]N([H])C(=O)[C@]1([H])OC1(C([H])([H])[H])C([H])([H])[H],2.5208
train_1522,[H]C1=C([H])[C@]2([H])C([H])([H])[C@]3([H])[C@@]1([H])O[C@]23[H],1.6121
train_1523,[H]C1=C(C([H])([H])C([H])([H])[H])OC(C([H])([H])[H])=N1,1.7932
train_1524,[H]C([H])([H])O[C@]12[C@]3([H])[C@@]1([H])[C@@]1(C([H])([H])[H])[C@]3([H])[C@@]21[H],1.0193
train_1525,[H]C(=O)OC1=C([H])C([H])=NN1C([H])([H])[H],1.1227
train_1526,[H][N-]C1N([H])[C@@]2([H])C([H])([H])O[C@@]12C#N,6.7364
train_1527,[H]C([H])([H])C([H])([H])[C@@]12O[C@@]3([H])[C@@]([H])(C1([H])[H])[C@@]3([H])C2([H])[H],1.2378
train_1528,[H]C([H])([H])[C@]12C([H])([H])[C@]3([H])[N@H+]([C@]1([H])C([H])([H])[H])[C@@]32C([H])([H])[H],1.7416
train_1529,[H][N-][C@H]1C(=O)N([H])C([H])([H])C([H])=C([H])N1[H],5.6486
train_1530,[H]O[C@]12C([H])([H])C([H])([H])[C@]([H])(C([H])([H])C1([H])[H])[C@]2([H])C([H])([H])[H],1.2334
train_1531,[H]C1=C([H])[C@@]2([H])[N@@H+](C([H])([H])[H])[C@]1([H])[C@@]2([H])C([H])([H])C([H])([H])[H],0.8862
train_1532,[H]C#CC([H])([H])[C@@]([H])(C(=O)C([H])([H])O[H])C([H])([H])[H],2.3849
train_1533,[H]C([H])([H])C(=O)C1(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],2.7308
train_1534,[H]C1=NN(C([H])([H])C#N)N=C1N([H])[H],3.2816
train_1535,[H]C1=C([H])[C@@]23C([H])([H])[C@]1([H])[C@@]2([H])O[C@]3([H])C([H])([H])[H],1.7652
train_1536,[H]C1=C([H])[C@@]2([H])N([H])[C@@]2(C#N)C([H])([H])C1([H])[H],5.3012
train_1537,[H]C1=NC(N([H])[H])=C([H])N1C([H])([H])C([H])([H])[H],3.2315
train_1538,[H]C(=O)N([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],2.2207
train_1539,[H]O[C@@]12C(=O)O[C@]1([H])C([H])=C([H])C2([H])[H],3.162
train_1540,[H]C1=NN([H])C(N2C([H])([H])C([H])([H])C2([H])[H])=N1,4.176
train_1541,[H]OC([H])([H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],2.7069
train_1542,[H]C1([H])C([H])([H])C1([H])[C@@]1([H])C(=O)[C@@]2([H])O[C@]21[H],2.6826
train_1543,[H]C#CC1=C([H])C([H])([H])[C@]([H])(C([H])([H])O[H])C1([H])[H],1.1691
train_1544,[H]C1=C2[C@H]3N(N1)C([H])([H])[C@@]3([H])C([H])([H])C2([H])[H],3.4445
train_1545,[H]O[C@]1([H])[C@@]2(O[H])[C@]3([H])O[C@]3([H])[C@@]12C([H])([H])[H],0.5131
train_1546,[H]C#C[C@]12[N@@H+](C([H])([H])[H])[C@@]1([H])C([H])([H])OC2([H])[H],0.5545
train_1547,[H][N-]C1=C([H])C([H])=[N+](C([H])([H])[H])C(=O)N1[H],2.6236
train_1548,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])[H],1.6209
train_1549,[H]O[C@]12C(=O)[C@](C#N)(C1([H])[H])C2([H])[H],4.3735
train_1550,[H]C(=O)[C@@]12O[C@@]3([H])[C@@]([H])(C1=O)[C@@]23[H],4.061
train_1551,[H]O[C@@]1([H])[C@@]2([H])C([H])([H])[C@@]2([H])[C@@]1([H])OC([H])=O,4.3047
train_1552,[H]C1=C([H])[C@]2([H])O[C@]2([H])[C@]([H])(C([H])([H])[H])C1=O,3.3829
train_1553,[H]OC([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],5.3545
train_1554,[H][N-]C1OC([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],2.8676
train_1555,[H]C(=O)C(=O)C([H])([H])O[C+]([H])[NH2+]C([H])([H])[H],2.4629
train_1556,[H]C([H])([H])C#C[C@@]([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],1.7439
train_1557,[H]O[C@]12C([H])=C([H])[C@](O[H])(C([H])=C1[H])C2([H])[H],2.7619
train_1558,[H]C1=C([H])[C@]2([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]12N([H])C2([H])[H],1.3772
train_1559,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])=O,4.2804
train_1560,[H]O[C@]1([H])[C@]([H])(C#N)O[C@]2([H])C([H])([H])[C@]12[H],4.1822
train_1561,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])OC1([H])C([H])([H])OC1([H])[H],2.3612
train_1562,[H]ONC1=C(C([H])([H])[H])[C-]([H])C([H])([H])[C@@]1([H])O[H],1.4821
train_1563,[H]C1=C([H])C([H])([H])OC(=O)N([H])C1=O,4.1324
train_1564,[H]C#CC([H])([H])[C@]1([H])[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]21[H],0.8843
train_1565,[H]C1([H])C([H])([H])C1([H])[C@]1([H])C([H])([H])C([H])([H])[C@]1([H])C#N,3.9547
train_1566,[H]N([H])C(=O)[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],3.4003
train_1567,[H]C([H])([H])C([H])([H])[C@]1([H])[C@]([H])(C#N)[C@]2([H])C([H])([H])[C@]12[H],4.1057
train_1568,[H]O[C@@]1([H])C(C([H])([H])[H])=C([H])[C@@]2([H])N([H])[C@@]12C([H])([H])[H],2.264
train_1569,[H]N1C(=O)[C@@]2([H])C([H])([H])C([H])([H])[C@@]2([H])[C@@]1([H])C([H])([H])[H],3.8489
train_1570,[H]OC1=C([H])N=C(C([H])([H])O[H])N1C([H])([H])[H],2.6031
train_1571,[H]C(=O)[C@]1([H])[N@@H+]2C([H])([H])[C@]3([H])C([H])([H])[C@@]1([H])[C@]23[H],1.8718
train_1572,[H]OC([H])([H])C([H])([H])C1=NON=C1C([H])([H])[H],2.8168
train_1573,[H]OC([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]([H])(C([H])=O)C1([H])[H],2.9521
train_1574,[H]O[C@]1([H])C([H])([H])[N@@H+]2[C@]([H])(C([H])=O)[C@]2([H])C1([H])[H],2.9556
train_1575,[H]OC([H])([H])[C@]1([H])OC([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])O1,3.1768
train_1576,[H]C1=C(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])C([H])([H])O[C@@]12[H],2.291
train_1577,[H]C#CC([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],1.0333
train_1578,[H][N-][C+]([H])OC1=NC([H])=NC([H])=N1,2.7907
train_1579,[H]C1=C([H])N([H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=N1,3.1996
train_1580,[H]C#C[C@@]12[N@@H+](C([H])([H])C([H])([H])[C@]1([H])O[H])C2([H])[H],2.4597
train_1581,[H]C1=C(C([H])([H])[H])C(=O)OC(N([H])[H])=N1,3.2552
train_1582,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]2(C([H])([H])[H])C([H])([H])[C@]12C([H])([H])[H],1.027
train_1583,[H]OC([H])([H])C([H])([H])[C@]1([H])O[C@]2([H])C([H])([H])[C@]12C([H])([H])[H],2.357
train_1584,[H]OC([H])([H])[C@]12O[C@@]1([H])C([H])=C([H])[C@@]2([H])O[H],2.8321
train_1585,[H]OC([H])([H])C([H])([H])C1=C([H])N=C([H])N=N1,1.504
train_1586,[H]OC([H])([H])[C@@]12O[C@@]3([H])C([H])([H])[C@]1([H])[C@]32O[H],2.7054
train_1587,[H]C([H])([H])[C@]1([H])[C@@]2(C([H])([H])[H])[C@@]3([H])[C@@]4([H])[C@]1([H])[C@@]4([H])[C@]32[H],0.0573
train_1588,[H][N-]C1OC([H])([H])[C@@]([H])(O[H])C([H])([H])OC1([H])[H],3.1106
train_1589,[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]2([H])[C@]1([H])[C@@]2([H])C([H])([H])[H],0.2437
train_1590,[H]N1[C@]2(C([H])([H])[H])[C@@]3([H])O[C@@]3([H])[C@]12C([H])([H])C([H])([H])[H],1.0829
train_1591,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],1.4596
train_1592,[H]O/C1=C(\[H])NN2[C@@H]1[C@@]1([H])C([H])([H])[C@@]21[H],3.8369
train_1593,[H]N1[C@]2([H])[C@]3([H])O[C@@]([H])(C([H])([H])[C@]3([H])C([H])([H])[H])[C@]12[H],2.9861
train_1594,[H]OC([H])([H])[C@@]1([H])OC([H])([H])C(C([H])([H])[H])=C([H])C1([H])[H],2.4973
train_1595,[H]OC1(C([H])(C([H])=O)C([H])=O)C([H])([H])C1([H])[H],1.9142
train_1596,[H]C([H])([H])[NH2+]C1OC([H])([H])[C@@]2([H])O[C@@]12[H],2.8281
train_1597,[H]N1C([H])([H])[C@]1([H])C([H])([H])C(=O)C([H])([H])[H],2.5275
train_1598,[H]O[C@]1([H])C(=O)N([H])[C@]1([H])C([H])([H])[H],2.7306
train_1599,[H]OC([H])([H])[C@@]1([H])C([H])([H])OC([H])([H])C12C([H])([H])C2([H])[H],1.7978
train_1600,[H]OC([H])([H])[C@@]1([H])[NH2+][C@@H]2[N@H+]3[C@@]([H])(C2([H])[H])[C@]31[H],2.8897
train_1601,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])=O,3.3824
train_1602,[H]C([H])([H])[C@]1([H])O[C@]2([H])[C@]([H])(C([H])([H])[H])[C@@]1([H])[C@@]2([H])C([H])([H])[H],1.554
train_1603,[H][C+]1[NH2+][C@]2([H])C([H])([H])[C@]2(C(=O)N([H])[H])O1,3.1158
train_1604,[H]C([H])([H])[C@]12O[C@]3([H])O[C@]([H])(C1([H])[H])[C@@]2([H])C3([H])[H],2.0854
train_1605,[H]C([H])([H])O[C@]12C([H])([H])C([H])([H])[N@@H+]3[C@]([H])(C1([H])[H])[C@@]32[H],2.0002
train_1606,[H][N-]C1N([H])C(=O)[C@]2([H])N([H])[C@]12C([H])([H])[H],1.8056
train_1607,[H]C1=C(NC([H])([H])[H])OC([H])([H])[C-]([H])C([H])=C1[H],2.5952
train_1608,[H]O[C@]([H])(C([H])([H])C([H])([H])[H])[C@]1(C([H])([H])[H])[N@H+](C([H])([H])[H])C1([H])[H],1.4878
train_1609,[H]O[C@@]12C(=O)[C@@]3([H])[N@@H+](C1([H])[H])[C@]2([H])C3([H])[H],1.1997
train_1610,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@]12O[C@@]([H])(C#N)C2([H])[H],4.4837
train_1611,[H]OC1=C2/N(C([H])=C([H])C2([H])[H])/C([H])=C\1[H],1.0854
train_1612,[H]C(=O)N(C([H])([H])[H])C1([H])C23([H])OC12([H])C3([H])[H],2.0913
train_1613,[H][C+]1N=N/C2=[N+]([H])/N=N\N21,2.5774
train_1614,[H]C(=O)C1=C([H])N2C([H])([H])C([H])([H])[C@@]2([H])C1([H])[H],4.5298
train_1615,[H]O[C@@]12C([H])([H])[C@]1([H])OC([H])([H])[C@]([H])(C([H])([H])[H])C2([H])[H],1.6657
train_1616,[H]C1=C([H])[C@@]2([H])OC(C([H])([H])[H])[NH2+][C@@]2([H])C1([H])[H],1.1796
train_1617,[H]O[C@@]12C([H])([H])[C@]1([H])[C@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]21[H],1.1963
train_1618,[H]N1C(=O)[C@@]2([H])[N@H+]3C([H])([H])[C@]1([H])C([H])([H])[C@]32[H],4.3508
train_1619,[H]C1=C(C#N)N=NO1,3.2279
train_1620,[H]O[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],1.4057
train_1621,[H]ONC1C([H])([H])[N@@H+](C([H])([H])[H])C12C([H])([H])C2([H])[H],0.942
train_1622,[H]OC1=C(C([H])([H])[H])N([H])N=C1OC([H])([H])[H],0.8421
train_1623,[H]OC([H])([H])C1=C([H])C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],5.2032
train_1624,[H]N1C([H])([H])[C@]1([H])[C@@]1([H])N([H])C12C([H])([H])OC2([H])[H],1.8283
train_1625,[H]C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C(=O)O[C@@]21[H],4.1541
train_1626,[H]C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]1(C([H])([H])[H])OC1([H])[H],1.6791
train_1627,[H]C1=C([H])[C@@]([H])(C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],0.9951
train_1628,[H]C1([H])[N@H+]2[C@]1([H])C(=O)[C@]21C([H])([H])[C@]1([H])C([H])([H])[H],2.367
train_1629,[H]C#C[C@@]1([H])C(=O)OC([H])=NC1([H])[H],1.9752
train_1630,[H]N1C(=O)C([H])([H])N=C1C#CC([H])([H])[H],4.2001
train_1631,[H][N-]C1N([H])C([NH2+]C([H])([H])[H])OC1([H])[H],0.3809
train_1632,[H]C(=O)N(C(=O)C([H])([H])[H])/C([H])=N/C([H])([H])[H],1.3621
train_1633,[H]O[C@]1([H])[C@@]2([H])[C@@]3([H])C([H])=C([H])[C@]([H])(C3([H])[H])[C@]21[H],1.3054
train_1634,[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])C#N,3.63
train_1635,[H]O[C@@]1(C([H])([H])[H])[C@@]2([H])O[C@]1([H])C([H])([H])OC2([H])[H],2.0935
train_1636,[H]C(=O)[C@]12O[C@@]1([H])[C@]1([H])C([H])([H])[C@@]2([H])C1([H])[H],2.6247
train_1637,[H]N1[C@]2(C([H])([H])[H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])C2([H])[H],3.1859
train_1638,[H]N(C([H])([H])[H])[C@@]1(C#N)C([H])([H])[C@@]2([H])N([H])[C@@]12[H],4.0378
train_1639,[H]/N=C(\C([H])=O)N(C([H])([H])[H])C([H])([H])C#N,4.8299
train_1640,[H]OC1=NC([H])=C(C([H])([H])OC([H])([H])[H])N1[H],0.9596
train_1641,[H]C1=C([H])[C@@]2([H])C([H])=C([H])[C@@]3([H])[C@@]([H])(C1([H])[H])[C@]32[H],0.2292
train_1642,[H]N([H])C(=O)O[C@@]1([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],2.3452
train_1643,[H]O[C@]1([H])C([H])([H])[C@]1(C([H])=O)C(=O)N([H])[H],1.7178
train_1644,[H]N([H])[C@]1(C(=O)OC([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],1.7984
train_1645,[H]/C1=C2\N=NO\C2=C(/C([H])([H])[H])N1[H],5.7317
train_1646,[H]O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],1.4957
train_1647,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])C(=O)[C@@]12C([H])([H])[H],2.6988
train_1648,[H]OC([H])([H])[C@@]1([H])O[C@]2([H])C([H])([H])[C@@]1([H])[C@@]2([H])O[H],2.3852
train_1649,[H]O[C@]([H])(C([H])([H])[H])[C@]12N([H])[C@]3([H])C14([H])OC324[H],2.0309
train_1650,[H]C1([H])OC([NH2+]C([H])([H])C([H])([H])[H])C([H])([H])C1=O,1.1525
train_1651,[H]C([H])([H])OC([H])([H])[C@]1([H])[N@H+]2C1([H])[C@@]1([H])C([H])([H])[C@@]21[H],2.3087
train_1652,[H]N1[C@]2([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])[C@]12C([H])([H])[H],4.475
train_1653,[H]C#C[C@](C#N)(O[H])C([H])(C([H])([H])[H])C([H])([H])[H],3.2937
train_1654,[H]C(=O)C([H])([H])[C@@]([H])(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],3.2172
train_1655,[H]N1C(=O)[C@]2([H])OC([H])([H])[C@]12C([H])([H])C([H])([H])[H],4.788
train_1656,[H]C1=C(OC([H])([H])[H])N[C@H]2N1C([H])([H])C2([H])[H],2.6858
train_1657,[H]C#C[C@@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])C#N,4.2592
train_1658,[H]O[C@@]1([H])[C@@](O[H])(C([H])([H])[H])[C@]1(OC([H])([H])[H])C([H])([H])[H],2.5416
train_1659,[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0.0792
train_1660,[H]C1=C([H])C([H])([H])O[C@@]([H])(C#N)C1=O,6.7483
train_1661,[H]C#CC([H])([H])[NH+]1[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],1.443
train_1662,[H]C(=O)N([H])C([H])([H])[C@](C#N)(N([H])[H])C([H])([H])[H],4.7329
train_1663,[H]C([H])([H])[C@@]1([H])O[C@@]2([H])C([H])([H])O[C@@]3([H])[C@]1([H])[C@]32[H],1.7535
train_1664,[H][N-]C1O[C@]2(C([H])([H])[H])C([H])([H])[C@@]1([H])[C@@]2([H])O[H],2.4837
train_1665,[H]C#CC1=C(C([H])([H])[H])C([H])=C(O[H])N1[H],1.8301
train_1666,[H][N-]C1N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]12[H],0.9822
train_1667,[H]O[C@@]1([H])[C@]2([H])C([H])([H])[C@@]1([H])[C@@]2([H])OC([H])([H])C([H])([H])[H],1.9112
train_1668,[H]C#C[C@]([H])(O[H])C([H])([H])N([H])C(=O)N([H])[H],2.7392
train_1669,[H]O[C@@]1([H])[C@@]2(O[H])[C@@]3([H])[C@]([H])(C([H])([H])[H])[C@]1([H])[C@]32[H],1.2212
train_1670,[H]C1=C(C([H])([H])[H])[C@@]2(C([H])([H])[H])[C@@]3([H])[C@]1([H])O[C@]32[H],1.7532
train_1671,[H]C#C[C@@]1([H])C([H])([H])OC([H])([H])[C@@]2([H])O[C@@]12[H],2.6665
train_1672,[H]C1=NC2=C(O1)C(N([H])[H])=NC2([H])[H],2.6713
train_1673,[H]C#CC1=C([H])N=NN1C([H])=O,5.3475
train_1674,[H]C1=C(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C([H])([H])N1[H],5.4608
train_1675,[H]C#CC1=C([H])C([N-][H])O[C@]1([H])C([H])([H])[H],3.3997
train_1676,[H]C1=C([H])N([H])C2=C1C([H])([H])/N=C(/[H])O2,2.5413
train_1677,[H]N1C([H])([H])[C@@]12C([H])([H])O[C@@]21C([H])([H])[C@]1([H])C([H])([H])[H],1.8017
train_1678,[H]C(=O)N([H])C([H])([H])[C@]1(C([H])=O)OC1([H])[H],3.4738
train_1679,[H]OC1=C(C([H])=O)C([H])=C([H])C([H])=C1[H],4.5999
